year,institution_name,classification_code,classification_name,ef_male_count,partic_men,rev_men,exp_men,total_exp_menwomen,sports,Win Percentage
2017,LA Lafayette,1,NCAA Division I-FBS,5724,123,9793993,9793993,9793993,Football,41.70%
2017,LA Monroe,1,NCAA Division I-FBS,1876,125,5198019,5198019,5198019,Football,33.30%
2017,LA Tech University,1,NCAA Division I-FBS,4191,100,8345817,8177657,8177657,Football,53.90%
2017,Louisville,1,NCAA Division I-FBS,5635,102,43649769,26858473,26858473,Football,61.50%
2017,LSU,1,NCAA Division I-FBS,10492,120,86579944,31561996,31561996,Football,69.20%
2017,Marshall University,1,NCAA Division I-FBS,3357,116,9609438,9609438,9609438,Football,61.50%
2017,Maryland-College Park,1,NCAA Division I-FBS,14594,121,34572475,19881239,19881239,Football,33.30%
2017,Memphis,1,NCAA Division I-FBS,5243,125,17569774,17569774,17569774,Football,76.90%
2017,Miami,1,NCAA Division I-FBS,4874,109,57144810,37268190,37268190,Football,76.90%
2017,Miami University-Oxford,1,NCAA Division I-FBS,8118,119,8956175,8956176,8956176,Football,41.70%
2017,Michigan State University,1,NCAA Division I-FBS,17314,117,77930837,33528479,33528479,Football,76.90%
2017,Michigan-Ann Arbor,1,NCAA Division I-FBS,14205,135,124928493,43453382,43453382,Football,61.50%
2017,Middle Tennessee State University,1,NCAA Division I-FBS,7319,131,10052943,10052943,10052943,Football,53.90%
2017,Minnesota-Twin Cities,1,NCAA Division I-FBS,13884,113,61561973,27754757,27754757,Football,41.70%
2017,Mississippi,1,NCAA Division I-FBS,7653,127,51212053,30175051,30175051,Football,50.00%
2017,Mississippi State University,1,NCAA Division I-FBS,8131,123,29753690,23226169,23226169,Football,69.20%
2017,Missouri-Columbia,1,NCAA Division I-FBS,10597,119,31426691,23659474,23659474,Football,53.90%
2017,Nebraska-Lincoln,1,NCAA Division I-FBS,10175,128,92506833,46116924,46116924,Football,33.30%
2017,Nevada-Reno,1,NCAA Division I-FBS,7308,131,10037079,10037079,10037079,Football,25.00%
2017,New Mexico Main Campus,1,NCAA Division I-FBS,6629,116,9719807,9682160,9682160,Football,25.00%
2017,New Mexico State University Main Campus,1,NCAA Division I-FBS,4394,112,7563062,7563062,7563062,Football,53.90%
2017,North Carolina at Charlotte,1,NCAA Division I-FBS,11060,123,9071759,9071759,9071759,Football,25.00%
2017,North Carolina State University at Raleigh,1,NCAA Division I-FBS,11506,115,45214291,21321620,21321620,Football,69.20%
2017,North Texas,1,NCAA Division I-FBS,12055,121,13663161,13663161,13663161,Football,64.30%
2017,Northern Illinois University,1,NCAA Division I-FBS,5835,104,8610948,8610948,8610948,Football,61.50%
2017,Northwestern University,1,NCAA Division I-FBS,4047,115,49703674,30031305,30031305,Football,76.90%
2017,Notre Dame,1,NCAA Division I-FBS,4467,114,107434072,42822063,42822063,Football,76.90%
2017,Ohio,1,NCAA Division I-FBS,8230,120,9334446,9292143,9292143,Football,69.20%
2017,Ohio State,1,NCAA Division I-FBS,21626,128,110661057,46444134,46444134,Football,85.70%
2017,Oklahoma,1,NCAA Division I-FBS,9455,116,102321307,39088102,39088102,Football,85.70%
2017,Oklahoma State,1,NCAA Division I-FBS,9227,131,45717019,22467863,22467863,Football,76.90%
2017,Old Dominion University,1,NCAA Division I-FBS,6805,117,10694948,10694948,10694948,Football,41.70%
2017,Oregon,1,NCAA Division I-FBS,8221,102,70542278,27716622,27716622,Football,53.90%
2017,Oregon State University,1,NCAA Division I-FBS,9948,109,35238292,17323268,17323268,Football,8.30%
2017,Pennsylvania State University-Main Campus,1,NCAA Division I-FBS,21053,124,100098956,45569892,45569892,Football,84.60%
2017,Pittsburgh-Pittsburgh Campus,1,NCAA Division I-FBS,8877,111,36453643,27141760,27141760,Football,41.70%
2017,Purdue University-Main Campus,1,NCAA Division I-FBS,17529,120,25822409,27230929,27230929,Football,53.90%
2017,Rice University,1,NCAA Division I-FBS,2063,104,13329200,13329200,13329200,Football,8.30%
2017,Rutgers University-New Brunswick,1,NCAA Division I-FBS,16844,120,25939804,25939804,25939804,Football,33.30%
2017,San Diego State University,1,NCAA Division I-FBS,12235,111,14900547,15531066,15531066,Football,76.90%
2017,San Jose State University,1,NCAA Division I-FBS,11891,108,10921731,10921731,10921731,Football,15.40%
2017,South Alabama,1,NCAA Division I-FBS,3989,116,10637547,10920153,10920153,Football,33.30%
2017,South Carolina-Columbia,1,NCAA Division I-FBS,11221,116,64415927,33317645,33317645,Football,69.20%
2017,South Florida-Main Campus,1,NCAA Division I-FBS,10999,111,13336920,13334071,13334071,Football,83.30%
2017,Southern Methodist University,1,NCAA Division I-FBS,3146,112,20465957,20465957,20465957,Football,53.90%
2017,Southern Mississippi,1,NCAA Division I-FBS,3766,110,6880893,6880893,6880893,Football,61.50%
2017,Stanford University,1,NCAA Division I-FBS,3510,103,46847028,27000776,27000776,Football,64.30%
2017,Syracuse University,1,NCAA Division I-FBS,6625,120,41533110,24994763,24994763,Football,33.30%
2017,TCU,1,NCAA Division I-FBS,3530,132,56584276,39154002,39154002,Football,78.60%
2017,Temple University,1,NCAA Division I-FBS,12400,125,21066698,21066698,21066698,Football,53.90%
2017,Tennessee-Knoxville,1,NCAA Division I-FBS,10448,126,93890299,45343685,45343685,Football,33.30%
2017,Texas,1,NCAA Division I-FBS,17419,115,143064180,41250787,41250787,Football,53.90%
2017,Texas A&M,1,NCAA Division I-FBS,24141,118,82564175,48119071,48119071,Football,53.90%
2017,Texas State University,1,NCAA Division I-FBS,11701,120,6725212,7123686,7123686,Football,16.70%
2017,Texas Tech University,1,NCAA Division I-FBS,14524,129,45054306,20037020,20037020,Football,46.20%
2017,Toledo,1,NCAA Division I-FBS,6595,114,10691139,10691139,10691139,Football,78.60%
2017,Troy University,1,NCAA Division I-FBS,3790,139,9513418,8741459,8741459,Football,84.60%
2017,Tulane Louisiana,1,NCAA Division I-FBS,2765,109,14191889,14191889,14191889,Football,41.70%
2017,Tulsa,1,NCAA Division I-FBS,1784,120,13882659,13882659,13882659,Football,16.70%
2017,UCLA,1,NCAA Division I-FBS,12930,122,39891547,46765107,46765107,Football,46.20%
2017,USC,1,NCAA Division I-FBS,8903,110,60171935,32949542,32949542,Football,78.60%
2017,Utah,1,NCAA Division I-FBS,9488,129,55835312,25609244,25609244,Football,53.90%
2017,Utah State University,1,NCAA Division I-FBS,8281,110,10370950,10370950,10370950,Football,46.20%
2017,Vanderbilt University,1,NCAA Division I-FBS,3315,102,30331584,23476754,23476754,Football,69.20%
2017,Virginia Polytechnic Institute and State University,1,NCAA Division I-FBS,15074,123,55348135,27864229,27864229,Football,41.70%
2017,Virginia-Main Campus,1,NCAA Division I-FBS,7211,103,32549903,22552489,22552489,Football,46.20%
2017,Wake Forest University,1,NCAA Division I-FBS,2346,105,25793812,19360660,19360660,Football,46.20%
2017,Washington State University,1,NCAA Division I-FBS,10620,124,41709437,19963281,19963281,Football,50.00%
2017,Washington-Seattle Campus,1,NCAA Division I-FBS,13404,113,81131079,38744975,38744975,Football,53.90%
2017,West Virginia University,1,NCAA Division I-FBS,11063,126,20543010,20961319,20961319,Football,61.50%
2017,Western Kentucky University,1,NCAA Division I-FBS,5456,123,7770653,7770653,7770653,Football,69.20%
2017,Western Michigan University,1,NCAA Division I-FBS,7654,105,9197073,9197073,9197073,Football,76.90%
2017,Wisconsin-Madison,1,NCAA Division I-FBS,13812,115,82423665,30153256,30153256,Football,92.90%
2017,Wyoming,1,NCAA Division I-FBS,4235,111,13481960,10168112,10168112,Football,61.50%
2016,Akron Main Campus,1,NCAA Division I-FBS,7363,105,7253770,7253770,7253770,Football,41.70%
2016,Alabama,1,NCAA Division I-FBS,13038,135,108117057,62252389,62252389,Football,93.30%
2016,Appalachian State University,1,NCAA Division I-FBS,6975,110,7923498,7923498,7923498,Football,76.90%
2016,Arizona,1,NCAA Division I-FBS,13909,113,44177156,21138814,21138814,Football,25.00%
2016,Arizona State University-Tempe,1,NCAA Division I-FBS,22020,121,43012682,31371363,31371363,Football,41.70%
2016,Arkansas,1,NCAA Division I-FBS,9277,122,71197898,37326361,37326361,Football,53.90%
2016,Arkansas State University-Main Campus,1,NCAA Division I-FBS,3198,118,7159248,7159248,7159248,Football,61.50%
2016,Auburn University,1,NCAA Division I-FBS,10026,120,91652926,42825220,42825220,Football,61.50%
2016,Ball State University,1,NCAA Division I-FBS,6144,99,7044512,7044512,7044512,Football,33.30%
2016,Baylor University,1,NCAA Division I-FBS,5915,114,43223215,33370976,33370976,Football,53.90%
2016,Boise State University,1,NCAA Division I-FBS,5855,112,21302390,11141018,11141018,Football,76.90%
2016,Boston College,1,NCAA Division I-FBS,4413,105,28487714,23103611,23103611,Football,53.90%
2016,Bowling Green State University-Main Campus,1,NCAA Division I-FBS,5661,107,6537321,6537321,6537321,Football,33.30%
2016,Brigham Young University-Provo,1,NCAA Division I-FBS,14524,128,26116548,19253088,19253088,Football,69.20%
2016,California-Berkeley,1,NCAA Division I-FBS,13574,133,44279264,22909592,22909592,Football,41.70%
2016,Central Florida,1,NCAA Division I-FBS,17364,124,21546497,17064586,17064586,Football,46.20%
2016,Central Michigan University,1,NCAA Division I-FBS,7413,115,7233254,7233254,7233254,Football,46.20%
2016,Cincinnati-Main Campus,1,NCAA Division I-FBS,11318,108,15491793,15491793,15491793,Football,33.30%
2016,Clemson University,1,NCAA Division I-FBS,9292,121,51712856,43943578,43943578,Football,93.30%
2016,Colorado Boulder,1,NCAA Division I-FBS,14251,116,43529706,22126313,22126313,Football,71.40%
2016,Colorado State University-Fort Collins,1,NCAA Division I-FBS,10260,112,15444486,15444486,15444486,Football,53.90%
2016,Connecticut,1,NCAA Division I-FBS,9191,104,25936445,20454919,20454919,Football,25.00%
2016,Duke University,1,NCAA Division I-FBS,3259,116,33907896,24492430,24492430,Football,33.30%
2016,East Carolina University,1,NCAA Division I-FBS,8393,109,12595950,10591998,10591998,Football,25.00%
2016,Eastern Michigan University,1,NCAA Division I-FBS,5119,129,9033503,9033503,9033503,Football,53.90%
2016,Florida,1,NCAA Division I-FBS,13390,120,82791752,33692163,33692163,Football,25.00%
2016,Florida Atlantic University,1,NCAA Division I-FBS,6964,115,7915024,7915024,7915024,Football,69.20%
2016,Florida International University,1,NCAA Division I-FBS,11312,109,8168032,11396788,11396788,Football,33.30%
2016,Florida State University,1,NCAA Division I-FBS,12689,121,86565283,48330205,48330205,Football,76.90%
2016,GA Southern,1,NCAA Division I-FBS,7842,123,6138567,6138567,6138567,Football,41.70%
2016,GA Tech,1,NCAA Division I-FBS,8594,116,46252310,22349543,22349543,Football,69.20%
2016,Georgia,1,NCAA Division I-FBS,11219,128,93335288,36387975,36387975,Football,61.50%
2016,Georgia State University,1,NCAA Division I-FBS,7725,119,7955423,7955423,7955423,Football,25.00%
2016,Hawaii at Manoa,1,NCAA Division I-FBS,4759,119,11811670,11811670,11811670,Football,50.00%
2016,Houston,1,NCAA Division I-FBS,12742,122,14641643,14641643,14641643,Football,69.20%
2016,Illinois at Urbana-Champaign,1,NCAA Division I-FBS,17529,102,35622414,22332328,22332328,Football,25.00%
2016,Indiana University-Bloomington,1,NCAA Division I-FBS,16085,128,37085787,25672983,25672983,Football,46.20%
2016,Iowa,1,NCAA Division I-FBS,9801,121,58685965,31800591,31800591,Football,61.50%
2016,Iowa State University,1,NCAA Division I-FBS,16457,137,41584474,19177215,19177215,Football,25.00%
2016,Kansas,1,NCAA Division I-FBS,8402,109,33144217,17061940,17061940,Football,16.70%
2016,Kansas State University,1,NCAA Division I-FBS,9215,125,40887031,19889407,19889407,Football,69.20%
2016,Kent State University at Kent,1,NCAA Division I-FBS,7337,100,6861750,6861750,6861750,Football,25.00%
2016,Kentucky,1,NCAA Division I-FBS,9420,123,36393185,25589648,25589648,Football,53.90%
2016,Louisiana at Lafayette,1,NCAA Division I-FBS,5743,133,8450123,8450123,8450123,Football,46.20%
2016,Louisiana at Monroe,1,NCAA Division I-FBS,1844,127,5394664,5394664,5394664,Football,33.30%
2016,Louisiana Tech University,1,NCAA Division I-FBS,4187,100,8334252,8284960,8284960,Football,64.30%
2016,Louisville,1,NCAA Division I-FBS,5925,121,42066595,25194609,25194609,Football,69.20%
2016,LSU,1,NCAA Division I-FBS,10896,120,86183249,30086567,30086567,Football,66.70%
2016,Marshall University,1,NCAA Division I-FBS,3454,117,8905082,8905082,8905082,Football,25.00%
2016,Maryland-College Park,1,NCAA Division I-FBS,13815,111,29973008,18908923,18908923,Football,46.20%
2016,Memphis,1,NCAA Division I-FBS,5278,120,14713436,14713436,14713436,Football,61.50%
2016,Miami,1,NCAA Division I-FBS,4832,114,35358218,33018938,33018938,Football,69.20%
2016,Miami University-Oxford,1,NCAA Division I-FBS,7925,111,9029644,9346412,9346412,Football,46.20%
2016,Michigan State University,1,NCAA Division I-FBS,17245,118,64958793,26326106,26326106,Football,25.00%
2016,Michigan-Ann Arbor,1,NCAA Division I-FBS,13891,139,105876108,46249632,46249632,Football,76.90%
2016,Middle Tennessee State University,1,NCAA Division I-FBS,7332,129,10541364,10541364,10541364,Football,61.50%
2016,Minnesota-Twin Cities,1,NCAA Division I-FBS,13827,112,48886935,30950349,30950349,Football,69.20%
2016,Mississippi,1,NCAA Division I-FBS,7716,119,62681760,30410352,30410352,Football,41.70%
2016,Mississippi State University,1,NCAA Division I-FBS,7985,119,35687282,23069814,23069814,Football,46.20%
2016,Missouri-Columbia,1,NCAA Division I-FBS,11470,123,29205904,21093796,21093796,Football,33.30%
2016,Nebraska-Lincoln,1,NCAA Division I-FBS,10022,139,69503006,36571682,36571682,Football,69.20%
2016,Nevada-Reno,1,NCAA Division I-FBS,7206,123,9730719,9283715,9283715,Football,41.70%
2016,New Mexico Main Campus,1,NCAA Division I-FBS,7090,113,11778648,11778648,11778648,Football,69.20%
2016,New Mexico State University Main Campus,1,NCAA Division I-FBS,4609,108,6184956,6184956,6184956,Football,25.00%
2016,North Carolina at Charlotte,1,NCAA Division I-FBS,10733,122,8182524,8182524,8182524,Football,61.50%
2016,North Carolina State University at Raleigh,1,NCAA Division I-FBS,11323,115,43165259,20866002,20866002,Football,53.90%
2016,North Texas,1,NCAA Division I-FBS,11990,113,9917343,9917343,9917343,Football,38.50%
2016,Northern Illinois University,1,NCAA Division I-FBS,6188,113,8035152,8035152,8035152,Football,41.70%
2016,Northwestern University,1,NCAA Division I-FBS,4123,103,38681564,26751803,26751803,Football,53.90%
2016,Notre Dame,1,NCAA Division I-FBS,4472,117,96835375,33257684,33257684,Football,33.30%
2016,Ohio,1,NCAA Division I-FBS,8296,120,10705125,10134888,10134888,Football,57.10%
2016,Ohio State,1,NCAA Division I-FBS,21559,130,89893135,38446470,38446470,Football,84.60%
2016,Oklahoma,1,NCAA Division I-FBS,9219,115,95876446,37848199,37848199,Football,84.60%
2016,Oklahoma State,1,NCAA Division I-FBS,9286,137,42225614,19321071,19321071,Football,76.90%
2016,Old Dominion University,1,NCAA Division I-FBS,7030,118,10391676,10391676,10391676,Football,76.90%
2016,Oregon,1,NCAA Division I-FBS,8472,111,66307082,28912049,28912049,Football,33.30%
2016,Oregon State University,1,NCAA Division I-FBS,9951,105,33866008,16354490,16354490,Football,33.30%
2016,Pennsylvania State University-Main Campus,1,NCAA Division I-FBS,21204,117,81106066,39163720,39163720,Football,78.60%
2016,Pittsburgh-Pittsburgh Campus,1,NCAA Division I-FBS,8716,114,40124656,27421284,27421284,Football,61.50%
2016,Purdue University-Main Campus,1,NCAA Division I-FBS,17069,110,26014107,26680356,26680356,Football,25.00%
2016,Rice University,1,NCAA Division I-FBS,1999,112,12001178,12001178,12001178,Football,25.00%
2016,Rutgers University-New Brunswick,1,NCAA Division I-FBS,16991,107,25423916,25423916,25423916,Football,16.70%
2016,San Diego State University,1,NCAA Division I-FBS,12068,122,13715072,14635173,14635173,Football,78.60%
2016,San Jose State University,1,NCAA Division I-FBS,11298,97,8228106,8228106,8228106,Football,33.30%
2016,South Alabama,1,NCAA Division I-FBS,4446,126,9022485,9312511,9312511,Football,46.20%
2016,South Carolina-Columbia,1,NCAA Division I-FBS,11018,121,60264364,34794858,34794858,Football,46.20%
2016,South Florida-Main Campus,1,NCAA Division I-FBS,10666,118,15588752,12657036,12657036,Football,84.60%
2016,Southern Methodist University,1,NCAA Division I-FBS,3132,120,17637584,17637584,17637584,Football,41.70%
2016,Southern Mississippi,1,NCAA Division I-FBS,3683,111,7047869,7047869,7047869,Football,53.90%
2016,Stanford University,1,NCAA Division I-FBS,3620,103,44469378,24606269,24606269,Football,76.90%
2016,Syracuse University,1,NCAA Division I-FBS,6518,117,44182377,22039433,22039433,Football,33.30%
2016,TCU,1,NCAA Division I-FBS,3381,125,58775636,35716777,35716777,Football,46.20%
2016,Temple University,1,NCAA Division I-FBS,12406,125,20624125,20624125,20624125,Football,71.40%
2016,Tennessee-Knoxville,1,NCAA Division I-FBS,10476,125,110673571,32600254,32600254,Football,69.20%
2016,Texas,1,NCAA Division I-FBS,17325,125,141173444,43306703,43306703,Football,41.70%
2016,Texas A&M,1,NCAA Division I-FBS,22973,126,70427183,31078112,31078112,Football,61.50%
2016,Texas State University,1,NCAA Division I-FBS,11896,120,6952086,6952086,6952086,Football,16.70%
2016,Texas Tech University,1,NCAA Division I-FBS,14522,121,44646242,21460207,21460207,Football,41.70%
2016,Toledo,1,NCAA Division I-FBS,6578,120,10046711,10046711,10046711,Football,69.20%
2016,Troy University,1,NCAA Division I-FBS,3711,131,8764479,8442152,8442152,Football,76.90%
2016,Tulane Louisiana,1,NCAA Division I-FBS,2717,99,13367701,13367701,13367701,Football,33.30%
2016,Tulsa,1,NCAA Division I-FBS,1852,116,15145884,15145884,15145884,Football,76.90%
2016,UCLA,1,NCAA Division I-FBS,13088,109,39953277,27320771,27320771,Football,33.30%
2016,USC,1,NCAA Division I-FBS,8687,107,59837839,30184975,30184975,Football,76.90%
2016,Utah,1,NCAA Division I-FBS,9286,127,51559243,24483890,24483890,Football,69.20%
2016,Utah State University,1,NCAA Division I-FBS,8249,108,8981573,8981573,8981573,Football,25.00%
2016,Vanderbilt University,1,NCAA Division I-FBS,3366,104,29036478,23316024,23316024,Football,71.40%
2016,Virginia Polytechnic Institute and State University,1,NCAA Division I-FBS,14352,119,53471351,24995627,24995627,Football,46.20%
2016,Virginia-Main Campus,1,NCAA Division I-FBS,7065,108,21136336,21136336,21136336,Football,16.70%
2016,Wake Forest University,1,NCAA Division I-FBS,2305,110,23955942,18880147,18880147,Football,78.60%
2016,Washington State University,1,NCAA Division I-FBS,10372,117,40547097,19053746,19053746,Football,92.90%
2016,Washington-Seattle Campus,1,NCAA Division I-FBS,13370,116,80230690,37660773,37660773,Football,76.90%
2016,West Virginia University,1,NCAA Division I-FBS,11128,128,22453097,20122095,20122095,Football,53.90%
2016,Western Kentucky University,1,NCAA Division I-FBS,5682,114,8914222,8914222,8914222,Football,61.50%
2016,Western Michigan University,1,NCAA Division I-FBS,7662,99,8667334,8667334,8667334,Football,85.70%
2016,Wisconsin-Madison,1,NCAA Division I-FBS,13758,115,73548409,33147287,33147287,Football,78.60%
2016,Wyoming,1,NCAA Division I-FBS,4125,119,13133784,10397742,10397742,Football,57.10%
